Group,ID,Type,Tank,Origin,Fam,Trmt,T0,T7,T11,T14,T18,T21,T25,T28
C3-3-4,47,R,C3,offshore,46,control,5.793982134,4.948078675,4.675858923,4.815634424,5.174539485,5.396945466,4.769228689,4.942175219
C3-3-4,48,R,C3,offshore,46,control,6.629950343,5.989078705,5.439445556,5.416244616,5.917626883,5.714609883,5.550367238,5.358818069
C3-3-4,49,R,C3,offshore,46,control,6.046918309,5.359288583,5.047317751,4.764643533,5.327887396,5.029316075,4.985621104,4.68246809
H1-1-2,4,R,H1,offshore,46,heat,5.836841825,5.709287612,5.214699006,5.839024247,5.919686522,5.900503911,4.945219465,5.372700619
H1-1-2,5,R,H1,offshore,46,heat,5.97373096,5.619781135,5.001743863,5.666525546,5.479118168,5.36869673,4.464807075,4.739575115
H1-1-2,6,R,H1,offshore,46,heat,6.289140278,6.195728466,5.363026513,5.858447301,6.045883104,5.959429914,5.054198413,5.222939694
H1-1-2,7,R,H1,offshore,46,heat,5.951620011,5.785541421,5.095906219,5.691409042,5.530657913,5.405034432,4.399844789,4.966171142
H1-1-2,8,R,H1,offshore,46,heat,5.911479587,5.718904291,4.79518246,5.567101501,5.53768606,5.621657645,4.759896974,5.157121651
H1-1-2,12,A,H1,offshore,46,heat,6.53693907,6.825490689,6.317631304,6.731324202,6.076889635,6.023734085,4.644976005,5.200905576
H1-3-4,37,R,H1,offshore,46,heat,5.98215135,5.434842297,5.239917448,5.192200854,4.96027948,4.786385051,4.178614373,3.762274726
H1-3-4,38,R,H1,offshore,46,heat,6.161491663,5.462744169,5.248815773,4.96557521,5.277056368,4.711185527,4.385788377,4.127342435
H1-3-4,39,R,H1,offshore,46,heat,6.330486168,5.994396953,5.845681921,5.591377392,5.676517883,5.42036672,4.963943951,4.785586931
H1-3-4,40,R,H1,offshore,46,heat,6.537480127,6.10822475,6.098585895,5.725623667,6.047585945,5.778768488,5.321488032,5.140795724
H1-3-4,41,R,H1,offshore,46,heat,6.28490238,5.930267053,5.914075328,5.592137881,5.857042369,5.282633653,4.88950332,4.729743733
H2-1-2,2,A,H2,offshore,46,heat,5.271686774,6.159495162,5.280602568,5.782547799,5.730072132,4.835830579,4.293635018,4.827987491
H2-1-2,3,R,H2,offshore,46,heat,4.504327954,5.050674242,4.577791543,4.922109703,5.414543058,4.985631369,4.77244299,4.82906233
H2-1-2,4,R,H2,offshore,46,heat,4.812669007,5.398925468,4.842365039,5.363610162,5.762313741,5.598323251,5.624077862,5.427481851
H2-1-2,5,R,H2,offshore,46,heat,5.229593494,5.523039406,5.044428689,5.37732219,6.114789764,5.61061271,5.566298777,5.379657563
H2-1-2,6,R,H2,offshore,46,heat,4.495964337,5.314167121,4.647568446,5.169160875,5.741829587,5.261627689,5.094360057,4.977897312
H2-1-2,7,R,H2,offshore,46,heat,4.169890981,4.772210548,4.326864332,4.710998124,5.247415011,4.670201915,5.027085931,4.879024219
H2-1-2,8,R,H2,offshore,46,heat,4.233461645,5.004748489,4.48647653,4.964117455,5.553651331,5.084232016,4.42302547,4.227309601
H2-1-2,9,R,H2,offshore,46,heat,4.376612299,5.094834877,4.577988839,4.908732934,5.315235601,5.191168122,4.809965986,4.713305814
H2-1-2,10,R,H2,offshore,46,heat,4.620485305,5.110459439,4.848382557,5.365319975,6.099117087,5.570538386,5.470785695,5.451393995
H2-1-2,28,R,H2,offshore,46,heat,6.947163031,6.485827438,6.057392262,5.715889911,5.523732872,5.148319153,4.623554837,4.763481032
H2-1-2,29,R,H2,offshore,46,heat,6.574621331,6.733905911,6.200406723,5.973099087,6.025378478,5.535214795,4.923311636,5.183358386
H3-1-2,16,R,H3,offshore,46,heat,6.347242067,5.787272004,5.811394716,6.076933709,6.466036843,6.172516346,5.515188809,5.100214896
H3-1-2,17,R,H3,offshore,46,heat,6.264488979,6.178776047,5.877225309,6.161887158,6.356584812,6.128631069,5.852514679,5.318360651
H3-1-2,26,R,H3,offshore,46,heat,6.081862704,5.803377862,6.136124954,6.276352323,6.054424104,5.850371425,5.590469982,5.156997953
H3-1-2,27,R,H3,offshore,46,heat,6.089337176,5.820631727,6.188585303,6.663586334,6.389447497,6.266109867,6.503955923,NA
H3-1-2,28,R,H3,offshore,46,heat,5.869623281,5.39954963,5.840278527,6.021529286,5.746814485,5.602646846,6.130752744,5.398415453
H3-1-2,49,R,H3,offshore,46,heat,7.359219454,6.880471963,6.712010218,6.71014722,7.135531721,6.495913372,5.936343911,5.848773328
H3-3-4,7,R,H3,offshore,46,heat,6.767042918,5.664390711,5.711375623,5.785358813,5.625289903,5.124844919,4.938151533,5.092265166
H3-3-4,8,R,H3,offshore,46,heat,6.081768391,5.453914538,5.539172632,5.373802072,4.8496576,4.879135275,4.867559299,4.949327787
H3-3-4,9,R,H3,offshore,46,heat,6.820229629,6.195827485,6.41040302,6.412013195,4.825969937,5.836248599,5.69079166,5.696967993
H3-3-4,10,R,H3,offshore,46,heat,7.050249617,6.619847606,6.357556956,6.51807537,6.659347472,6.109416897,5.84240633,5.783789497
H3-3-4,11,R,H3,offshore,46,heat,6.040659211,5.26624662,5.202726726,5.385428972,5.055359992,4.718559276,4.470577126,4.300357041
H3-3-4,12,R,H3,offshore,46,heat,6.832261584,6.080096712,5.172611103,5.833863398,5.489303707,4.994958003,4.739065569,4.414569797
H3-3-4,38,A,H3,offshore,46,heat,6.504266496,6.702983471,6.655489927,6.465303751,6.255869691,6.20150541,5.531875105,5.388356263
